feature,excl_in_n_genes,min_enr,mean_enr,COL4A1_n_in,COL4A1_n_out,COL4A1_enr,COL4A2_n_in,COL4A2_n_out,COL4A2_enr,COL4A3_n_in,COL4A3_n_out,COL4A3_enr,COL4A4_n_in,COL4A4_n_out,COL4A4_enr,COL4A5_n_in,COL4A5_n_out,COL4A5_enr,COL4A6_n_in,COL4A6_n_out,COL4A6_enr
9588,0,0.407,0.756,390,5282,0.9,291,7400,1.39,98,8115,0.43,146,9441,0.96,251,17425,0.41,87,15331,0.44
30722,0,0.407,0.756,116,1318,1.07,23,1997,0.41,39,2063,0.68,22,2650,0.52,159,3532,1.27,35,4657,0.59
28873,0,0.406,0.672,425,4318,1.2,134,5776,0.82,110,6962,0.57,86,9364,0.57,291,17592,0.47,73,14022,0.41
17564,0,0.406,1.345,53,795,0.81,25,1111,0.79,5,441,0.41,14,662,1.32,42,325,3.65,15,1075,1.09
144,0,0.406,1.343,17,510,0.41,20,589,1.2,8,343,0.84,8,413,1.21,31,242,3.62,7,694,0.79
15940,0,0.406,0.722,87,1210,0.88,44,1603,0.97,23,1465,0.56,26,1600,1.01,40,2252,0.5,12,2306,0.41
23380,0,0.406,0.88,535,4824,1.35,141,6946,0.72,285,8995,1.14,147,10759,0.85,299,10295,0.82,89,17111,0.41
17299,0,0.406,0.731,24,474,0.62,10,601,0.59,3,265,0.41,7,304,1.43,5,152,0.93,2,378,0.41
15292,0,0.406,0.892,8,153,0.64,11,205,1.89,7,322,0.78,2,307,0.41,6,279,0.61,9,684,1.03
15766,0,0.406,0.75,26,245,1.29,8,399,0.71,16,517,1.11,4,559,0.45,15,1045,0.41,6,873,0.54
17101,0,0.405,1.924,191,3829,0.61,48,2439,0.69,174,2461,2.53,128,1628,4.9,123,1447,2.4,7,1348,0.41
13253,0,0.405,0.58,33,559,0.72,9,660,0.48,5,410,0.44,3,461,0.41,8,287,0.79,5,602,0.65
5919,0,0.405,1.186,70,1124,0.76,46,1572,1.03,7,620,0.4,11,776,0.88,34,403,2.38,29,1371,1.65
30622,0,0.405,0.796,253,4426,0.7,161,5432,1.05,47,4164,0.4,45,4463,0.63,122,3405,1.01,104,8229,0.99
17671,0,0.404,0.753,70,990,0.86,15,1310,0.4,5,261,0.69,5,483,0.64,4,94,1.2,6,653,0.72
31609,0,0.404,0.81,167,1882,1.08,39,2061,0.67,41,1471,1.0,25,2108,0.74,98,2867,0.97,15,2897,0.4
27501,0,0.404,1.25,53,608,1.06,12,1049,0.4,10,740,0.48,21,990,1.32,18,157,3.24,34,2689,0.99
3450,0,0.404,1.438,108,748,1.76,90,893,3.56,31,1093,1.02,22,3394,0.4,87,5942,0.41,76,4019,1.48
25990,0,0.404,2.163,34,127,3.26,15,131,4.04,2,133,0.54,3,463,0.4,13,495,0.74,20,392,3.98
10625,0,0.404,0.738,127,1433,1.08,79,2025,1.38,33,2306,0.51,24,2758,0.54,98,5432,0.51,22,4257,0.4
10011,0,0.403,1.268,105,1465,0.87,54,2125,0.9,6,415,0.52,5,772,0.4,15,174,2.44,28,881,2.48
17269,0,0.403,0.964,46,807,0.7,26,1061,0.87,8,711,0.4,19,855,1.38,25,580,1.22,16,1028,1.22
13264,0,0.403,0.808,459,8392,0.67,200,10294,0.69,59,5244,0.4,96,6687,0.89,138,3097,1.26,116,9679,0.94
19549,0,0.403,2.496,18,190,1.16,16,333,1.7,17,295,2.07,24,630,2.37,14,981,0.4,47,504,7.28
7475,0,0.403,0.629,213,2002,1.3,54,2878,0.66,48,3541,0.49,35,4272,0.51,107,7499,0.4,36,6746,0.42
13985,0,0.403,0.827,515,6088,1.03,158,7000,0.8,233,6337,1.32,87,8805,0.62,390,13794,0.8,59,11426,0.4
24144,0,0.403,1.001,824,6679,1.5,402,9320,1.52,280,11684,0.86,273,17724,0.96,570,39960,0.4,258,26641,0.76
6672,0,0.403,0.552,95,1656,0.7,43,2045,0.74,34,3024,0.4,25,3493,0.45,119,6157,0.55,37,6098,0.47
294,0,0.403,1.051,68,706,1.17,30,857,1.24,31,1120,0.99,33,1499,1.37,37,2594,0.4,35,2418,1.13
2294,0,0.403,0.996,27,421,0.78,10,525,0.67,3,267,0.4,5,301,1.03,11,193,1.61,7,371,1.47
7796,0,0.403,0.811,237,1694,1.71,73,2822,0.91,87,3665,0.85,35,5027,0.43,173,8714,0.56,38,7367,0.4
1245,0,0.402,1.242,138,873,1.93,36,1417,0.9,111,1760,2.26,42,2447,1.07,72,5058,0.4,37,3218,0.9
2737,0,0.402,0.611,237,3397,0.85,82,4366,0.66,54,4817,0.4,52,5662,0.57,233,8965,0.73,52,9183,0.44
14655,0,0.402,0.997,45,413,1.33,7,615,0.4,49,791,2.22,18,1024,1.09,22,1217,0.51,7,1278,0.43
7469,0,0.402,0.846,9,147,0.75,3,158,0.67,3,116,0.93,1,155,0.4,8,121,1.87,1,169,0.46
12883,0,0.402,0.86,56,525,1.3,23,656,1.24,13,975,0.48,20,1161,1.07,28,1970,0.4,15,1759,0.67
17919,0,0.401,0.695,56,575,1.19,12,661,0.64,9,804,0.4,14,1071,0.81,32,1670,0.54,12,1599,0.59
4206,0,0.401,1.04,10,125,0.98,4,352,0.4,3,146,0.74,4,269,0.93,1,25,1.13,17,641,2.07
27435,0,0.401,0.539,151,2563,0.72,60,4691,0.45,48,2620,0.66,23,3154,0.45,121,6216,0.55,24,4671,0.4
10441,0,0.401,0.742,138,1446,1.16,21,1850,0.4,23,1358,0.61,23,1275,1.12,18,871,0.58,8,1088,0.57
21285,0,0.401,1.179,49,735,0.81,35,856,1.44,8,638,0.45,5,777,0.4,50,550,2.57,19,1059,1.4
868,0,0.401,1.194,92,602,1.86,15,1322,0.4,28,715,1.4,18,660,1.7,28,600,1.32,5,811,0.48
26257,0,0.401,1.012,20,313,0.78,17,355,1.69,17,451,1.35,7,464,0.94,13,917,0.4,10,858,0.91
3215,0,0.401,0.765,37,587,0.77,10,844,0.42,4,358,0.4,3,452,0.41,12,236,1.44,8,541,1.15
5047,0,0.4,1.762,9,114,0.96,11,99,3.92,9,157,2.06,17,768,1.38,14,988,0.4,15,632,1.85
10312,0,0.4,0.834,18,148,1.48,5,242,0.73,4,220,0.65,5,265,1.18,4,200,0.57,2,390,0.4
970,0,0.4,0.676,474,4788,1.21,171,7054,0.86,140,7566,0.66,78,9659,0.5,259,18283,0.4,81,14772,0.43
20148,0,0.4,4.054,18,79,2.78,21,104,7.13,4,108,1.33,15,145,6.44,6,424,0.4,16,200,6.25
13544,0,0.4,1.035,26,352,0.9,14,554,0.89,3,269,0.4,5,377,0.83,13,204,1.8,12,674,1.39
23091,0,0.399,0.642,173,1528,1.38,27,2190,0.44,44,2335,0.68,23,2913,0.49,70,4952,0.4,26,4318,0.47
29603,0,0.399,0.637,285,3746,0.93,85,4260,0.7,68,5180,0.47,81,6006,0.84,151,8851,0.48,56,10946,0.4
21606,0,0.399,1.241,13,258,0.61,11,309,1.26,3,104,1.03,1,156,0.4,6,78,2.17,6,238,1.97
12326,0,0.399,1.688,25,331,0.92,16,463,1.22,4,89,1.61,1,156,0.4,5,31,4.56,3,165,1.42
13025,0,0.399,0.706,49,784,0.76,40,1036,1.36,13,1168,0.4,16,1574,0.63,56,2463,0.64,16,2853,0.44
3027,0,0.399,0.873,69,456,1.85,16,582,0.97,26,869,1.07,8,1249,0.4,34,2397,0.4,13,1847,0.55
14257,0,0.398,1.103,14,195,0.88,19,292,2.3,10,373,0.96,3,469,0.4,19,799,0.67,13,717,1.42
11256,0,0.398,0.875,43,661,0.79,14,636,0.78,7,211,1.19,4,228,1.09,2,142,0.4,3,234,1.0
22885,0,0.398,0.691,174,1976,1.07,75,2748,0.96,38,3423,0.4,36,3855,0.58,135,6439,0.59,44,6422,0.53
25782,0,0.398,0.728,8,105,0.93,4,165,0.86,6,179,1.2,2,313,0.4,9,629,0.4,3,404,0.58
18379,0,0.398,1.393,98,1703,0.7,55,2355,0.82,6,541,0.4,13,971,0.83,16,145,3.12,40,1259,2.48
23915,0,0.397,0.899,31,596,0.63,27,712,1.34,10,682,0.53,4,627,0.4,27,455,1.68,6,569,0.82
1564,0,0.397,0.633,207,2950,0.86,75,3874,0.68,43,3880,0.4,43,4692,0.57,134,4765,0.79,41,6487,0.49
28580,0,0.397,1.945,13,30,5.28,1,89,0.4,3,62,1.73,1,69,0.9,1,34,0.83,3,93,2.52
29942,0,0.397,0.694,197,1866,1.29,31,2760,0.4,90,4468,0.72,56,5144,0.68,121,6756,0.51,71,9639,0.58
32701,0,0.396,0.889,34,299,1.39,9,406,0.78,11,310,1.27,4,417,0.6,7,499,0.4,7,608,0.9
15751,0,0.396,1.575,25,330,0.92,6,406,0.52,2,181,0.4,9,236,2.38,10,103,2.74,10,314,2.49
22329,0,0.396,1.324,24,305,0.96,16,455,1.24,2,181,0.4,4,243,1.03,9,112,2.27,10,381,2.05
17961,0,0.396,0.66,276,4510,0.75,161,6221,0.91,76,6879,0.4,116,7921,0.91,272,14057,0.55,72,12719,0.44
10490,0,0.396,0.758,38,390,1.19,14,583,0.85,18,626,1.03,9,841,0.67,16,1142,0.4,6,1112,0.42
17402,0,0.396,0.887,568,5505,1.26,230,7729,1.05,277,8881,1.12,182,11108,1.02,245,17497,0.4,102,16599,0.48
7448,0,0.396,0.675,49,745,0.8,18,737,0.86,18,873,0.74,7,880,0.5,26,973,0.76,6,1184,0.4
26581,0,0.395,0.973,22,163,1.65,17,267,2.25,9,516,0.63,7,987,0.44,34,2430,0.4,9,1455,0.48
2289,0,0.395,1.677,57,863,0.81,46,1196,1.36,4,363,0.4,17,548,1.93,28,190,4.16,14,776,1.41
23180,0,0.395,0.967,33,269,1.5,10,364,0.97,8,450,0.64,4,631,0.39,11,303,1.03,18,1099,1.28
24705,0,0.394,0.908,269,1982,1.65,62,3328,0.66,154,3810,1.45,71,5608,0.79,170,12183,0.39,53,8239,0.5
25843,0,0.393,0.967,706,9773,0.88,650,19545,1.17,83,7246,0.41,63,9976,0.39,122,2522,1.37,399,19797,1.57
30961,0,0.393,0.691,92,798,1.41,29,1074,0.95,19,1322,0.52,11,1487,0.46,39,2805,0.39,12,2242,0.42
11334,0,0.393,0.706,527,7075,0.91,235,8536,0.97,122,10070,0.43,84,10682,0.49,402,10932,1.04,101,20087,0.39
30631,0,0.392,0.831,27,453,0.73,11,695,0.56,2,142,0.5,5,181,1.72,1,72,0.39,3,217,1.08
27266,0,0.392,4.217,10,26,4.69,9,27,11.77,4,22,6.52,2,178,0.7,2,144,0.39,3,190,1.23
19600,0,0.392,0.567,309,3903,0.97,90,5560,0.57,64,5846,0.39,54,6840,0.49,209,10915,0.54,63,11169,0.44
20017,0,0.392,0.807,5,139,0.44,1,90,0.39,3,165,0.65,5,180,1.73,4,176,0.64,4,316,0.99
20074,0,0.392,0.84,39,381,1.25,21,541,1.37,12,726,0.59,10,979,0.64,26,1873,0.39,17,1660,0.8
17852,0,0.392,3.223,46,307,1.83,18,290,2.19,15,303,1.77,24,686,2.18,14,1010,0.39,78,555,10.97
29435,0,0.391,0.758,36,302,1.45,8,345,0.82,5,458,0.39,8,586,0.85,13,646,0.57,5,838,0.47
21575,0,0.391,0.71,106,1600,0.81,17,1534,0.39,28,1235,0.81,11,1265,0.54,73,1778,1.16,12,1721,0.54
12975,0,0.391,0.728,81,1220,0.81,59,1679,1.24,29,1961,0.53,41,2803,0.91,91,5323,0.48,21,4192,0.39
22328,0,0.391,1.22,65,853,0.93,37,1168,1.12,6,550,0.39,14,838,1.04,32,363,2.49,19,1099,1.35
21605,0,0.391,0.731,106,797,1.62,26,1300,0.71,26,1459,0.64,19,1868,0.63,44,3180,0.39,16,3146,0.4
30203,0,0.391,0.659,56,807,0.85,26,1258,0.73,29,1214,0.86,9,1434,0.39,41,1865,0.62,16,2448,0.51
17749,0,0.391,0.939,76,1296,0.72,37,1690,0.77,8,734,0.39,10,917,0.68,32,492,1.84,20,1262,1.24
21651,0,0.39,1.472,191,1150,2.03,82,2056,1.41,130,2442,1.91,100,3742,1.66,92,6659,0.39,87,4729,1.44
14805,0,0.39,0.884,50,911,0.67,16,1448,0.39,5,318,0.56,8,504,0.99,8,123,1.84,7,639,0.86
12378,0,0.39,1.336,83,1143,0.89,78,1424,1.93,15,740,0.73,7,1118,0.39,23,316,2.06,54,2083,2.02
9204,0,0.39,0.592,289,4783,0.74,95,5757,0.58,54,4967,0.39,82,6279,0.81,134,7954,0.48,69,9788,0.55
11481,0,0.39,0.589,132,2057,0.78,29,2462,0.42,43,2844,0.54,48,3483,0.86,90,4650,0.55,30,6012,0.39
21115,0,0.389,0.711,33,490,0.82,6,544,0.39,6,266,0.81,3,349,0.54,12,315,1.08,5,616,0.63
15267,0,0.389,0.903,5,55,1.11,3,110,0.96,4,112,1.28,1,160,0.39,3,200,0.42,3,187,1.25
9356,0,0.389,1.092,341,2168,1.92,90,3484,0.91,160,3704,1.55,96,5268,1.14,128,9309,0.39,62,7461,0.65
3881,0,0.389,0.954,200,1981,1.23,164,3146,1.84,105,4897,0.77,94,6154,0.95,249,13003,0.54,53,10651,0.39
7797,0,0.388,0.738,409,4569,1.09,219,6958,1.11,123,7693,0.57,79,10297,0.48,372,13391,0.79,69,13881,0.39
25780,0,0.388,0.809,6,65,1.13,1,91,0.39,4,122,1.18,3,165,1.13,5,281,0.5,2,295,0.53
16511,0,0.388,0.68,239,2189,1.33,49,2703,0.64,50,3290,0.54,40,4635,0.54,101,7359,0.39,56,6880,0.64
14687,0,0.388,0.65,33,353,1.14,6,461,0.46,5,428,0.42,9,533,1.05,10,729,0.39,5,887,0.44
14793,0,0.387,0.755,232,1864,1.52,42,2805,0.53,87,2923,1.07,31,3714,0.52,86,6273,0.39,37,5696,0.51
24215,0,0.387,0.763,406,3051,1.62,61,4517,0.48,181,6087,1.07,72,7948,0.56,211,15399,0.39,81,13725,0.46
7483,0,0.387,0.649,514,5773,1.09,169,8577,0.7,148,10269,0.52,98,12933,0.47,594,22777,0.74,106,21377,0.39
18891,0,0.387,0.927,33,270,1.49,8,402,0.7,17,404,1.51,9,557,1.01,9,657,0.39,5,838,0.47
32494,0,0.387,2.017,2,14,1.74,2,15,4.71,1,18,1.99,1,66,0.94,1,73,0.39,2,67,2.33
12296,0,0.387,0.789,311,3286,1.15,89,4828,0.65,132,5928,0.8,44,7083,0.39,260,5706,1.29,62,10648,0.45
29488,0,0.387,0.766,23,260,1.08,8,380,0.74,14,489,1.03,9,667,0.84,20,1088,0.52,5,1009,0.39
29003,0,0.387,0.841,53,500,1.29,8,690,0.41,32,834,1.38,17,1039,1.02,16,1169,0.39,10,1391,0.56
18210,0,0.386,1.516,41,213,2.35,16,388,1.46,33,590,2.01,16,659,1.51,16,1170,0.39,17,957,1.39
32350,0,0.386,1.177,18,251,0.87,10,335,1.05,11,457,0.86,4,645,0.39,40,369,3.06,9,853,0.82
16410,0,0.386,0.588,169,1769,1.16,27,2469,0.39,62,3042,0.73,28,3983,0.44,100,7250,0.39,34,6355,0.42
30094,0,0.385,1.418,65,970,0.82,45,1547,1.03,6,558,0.39,28,824,2.12,23,276,2.35,46,1988,1.81
6176,0,0.385,0.914,164,2451,0.82,34,3117,0.39,35,1694,0.74,25,1880,0.83,72,1117,1.82,30,2625,0.89
18641,0,0.385,0.894,3,95,0.39,4,129,1.09,3,167,0.64,6,243,1.54,7,274,0.72,5,398,0.98
7397,0,0.385,0.978,68,1454,0.57,36,1653,0.77,14,1046,0.48,8,1295,0.38,57,712,2.26,36,2006,1.4
20295,0,0.385,0.639,497,6516,0.93,209,8910,0.83,107,9327,0.41,155,12084,0.8,252,18514,0.38,109,17760,0.48
11299,0,0.384,1.124,10,78,1.56,2,101,0.7,5,104,1.72,3,104,1.8,2,147,0.38,1,135,0.58
8919,0,0.384,0.617,232,2390,1.18,72,3887,0.65,65,4115,0.57,39,5092,0.48,168,10861,0.44,39,7920,0.38
1980,0,0.384,0.749,178,2500,0.87,63,2761,0.81,64,2676,0.86,27,3020,0.56,136,3760,1.02,22,4473,0.38
29010,0,0.384,1.716,31,298,1.27,17,495,1.21,34,568,2.15,37,780,2.95,23,1693,0.38,39,1305,2.33
16195,0,0.383,1.137,36,554,0.79,26,826,1.11,4,374,0.38,9,535,1.05,16,241,1.88,16,775,1.61
712,0,0.383,0.647,269,4658,0.7,157,4997,1.11,66,5710,0.41,36,5849,0.38,151,5494,0.78,43,6832,0.49
18476,0,0.383,0.94,243,3583,0.83,129,3561,1.28,103,2931,1.26,20,3252,0.38,156,3109,1.42,16,2656,0.47
24308,0,0.383,0.599,173,1964,1.07,47,2536,0.65,47,3703,0.46,47,7447,0.39,163,12034,0.38,69,8508,0.63
10062,0,0.382,1.082,6,42,1.74,4,111,1.27,1,67,0.54,1,72,0.87,1,74,0.38,2,92,1.7
6448,0,0.382,0.783,14,198,0.86,2,185,0.38,6,159,1.35,1,150,0.42,4,101,1.12,1,138,0.57
145,0,0.382,0.974,46,335,1.67,12,395,1.07,13,385,1.21,5,816,0.38,14,1022,0.39,13,910,1.12
18459,0,0.382,0.659,33,290,1.39,6,421,0.5,7,557,0.45,7,758,0.58,16,1185,0.38,10,1191,0.66
14538,0,0.381,1.118,138,1629,1.03,30,2777,0.38,53,1888,1.01,41,2621,0.97,134,1902,1.99,58,3419,1.32
23473,0,0.381,1.332,43,537,0.98,20,847,0.83,3,282,0.38,4,421,0.59,19,146,3.68,13,662,1.53
27844,0,0.381,0.905,31,344,1.1,13,490,0.94,2,188,0.38,2,215,0.58,6,130,1.3,4,276,1.13
19066,0,0.381,1.237,56,896,0.76,40,1294,1.09,2,188,0.38,7,330,1.32,3,43,1.97,14,577,1.89
15831,0,0.381,0.823,210,3032,0.84,142,3789,1.32,92,4994,0.66,91,5472,1.04,166,6794,0.69,44,9008,0.38
7703,0,0.381,0.862,785,5508,1.74,224,9666,0.82,329,11341,1.04,163,16424,0.62,485,35953,0.38,178,24208,0.57
25212,0,0.381,0.756,190,2851,0.81,85,3379,0.89,62,3676,0.6,23,3758,0.38,151,4001,1.07,55,5480,0.78
26800,0,0.381,0.757,109,1624,0.82,18,1670,0.38,29,1783,0.58,15,1738,0.54,114,1977,1.63,20,2632,0.59
22242,0,0.381,0.953,1006,14222,0.86,360,20488,0.62,87,8196,0.38,147,11347,0.81,271,4268,1.79,248,15468,1.25
2381,0,0.38,0.809,121,986,1.5,58,1458,1.4,22,2043,0.39,25,2716,0.57,83,6170,0.38,35,4475,0.61
6641,0,0.38,0.666,30,399,0.92,11,560,0.69,24,850,1.01,9,953,0.59,26,1815,0.4,9,1850,0.38
10197,0,0.38,0.968,25,416,0.73,7,400,0.62,10,282,1.27,2,328,0.38,16,234,1.93,5,448,0.87
21505,0,0.38,0.849,52,867,0.73,11,1023,0.38,13,352,1.32,4,450,0.55,9,212,1.2,4,344,0.91
23141,0,0.379,0.617,299,3544,1.03,106,4819,0.78,77,6046,0.46,71,7414,0.6,191,11636,0.46,53,10906,0.38
12049,0,0.379,2.117,23,113,2.48,29,203,5.04,2,189,0.38,9,358,1.57,15,909,0.47,17,480,2.77
13882,0,0.379,0.689,73,731,1.22,27,1068,0.89,35,1465,0.86,12,1896,0.39,46,3430,0.38,14,2785,0.39
26558,0,0.379,1.759,54,639,1.03,42,1166,1.27,3,284,0.38,12,562,1.33,2,88,0.64,75,992,5.9
3643,0,0.379,0.932,47,678,0.85,8,746,0.38,21,657,1.15,6,687,0.54,26,611,1.2,13,687,1.48
30534,0,0.378,0.975,70,1046,0.82,35,1482,0.83,6,441,0.49,5,565,0.55,3,224,0.38,21,589,2.78
32645,0,0.378,1.042,105,907,1.41,69,1266,1.92,61,1859,1.18,47,3720,0.79,92,6870,0.38,34,4607,0.58
24766,0,0.378,0.778,568,5208,1.33,208,7480,0.98,183,8740,0.75,127,11563,0.68,265,19796,0.38,119,17157,0.54
30843,0,0.378,1.176,59,1107,0.65,14,1145,0.43,10,949,0.38,8,1222,0.41,81,578,3.96,40,2545,1.23
13887,0,0.377,1.354,12,113,1.29,3,145,0.73,1,95,0.38,3,81,2.31,1,33,0.86,2,61,2.56
25736,0,0.377,1.141,9,48,2.29,4,79,1.79,1,95,0.38,1,141,0.44,12,275,1.23,2,217,0.72
25917,0,0.377,0.727,49,394,1.52,7,642,0.38,9,411,0.79,4,654,0.38,9,675,0.38,9,764,0.92
28800,0,0.376,0.767,511,5084,1.23,141,6905,0.72,214,8069,0.95,152,10778,0.88,246,18471,0.38,97,16849,0.45
22761,0,0.376,2.02,4,51,0.96,1,94,0.38,2,29,2.47,1,35,1.78,3,24,3.53,1,26,3.0
2216,0,0.375,1.107,89,1609,0.67,68,2232,1.08,8,764,0.38,19,1075,1.1,26,445,1.65,32,1415,1.77
3761,0,0.375,1.154,37,630,0.72,22,973,0.8,4,382,0.38,16,499,2.0,15,240,1.77,11,677,1.27
2375,0,0.375,0.83,2,65,0.38,2,44,1.6,2,93,0.77,2,164,0.76,3,170,0.5,2,161,0.97
8084,0,0.375,1.178,4,130,0.38,2,130,0.54,6,196,1.1,6,182,2.05,8,268,0.84,9,326,2.16
25703,0,0.375,1.434,163,1066,1.86,114,1403,2.87,63,1730,1.31,53,4051,0.81,95,7166,0.37,83,4715,1.37
13309,0,0.374,0.981,7,70,1.22,5,75,2.35,3,117,0.92,1,115,0.54,2,151,0.37,1,163,0.48
17303,0,0.374,1.609,22,215,1.25,15,314,1.69,6,123,1.75,3,182,1.03,2,151,0.37,7,153,3.57
17715,0,0.374,0.594,286,3103,1.12,87,4610,0.67,65,4021,0.58,35,5544,0.39,131,9895,0.37,41,7551,0.42
16132,0,0.374,0.519,81,1248,0.79,28,1452,0.68,20,1919,0.37,16,2363,0.42,66,4331,0.43,22,4140,0.41
8965,0,0.373,0.689,56,839,0.81,30,1214,0.87,7,672,0.37,9,842,0.67,21,797,0.74,12,1408,0.67
9144,0,0.373,1.654,42,457,1.12,34,854,1.41,2,192,0.37,3,307,0.61,10,80,3.53,18,487,2.89
27311,0,0.373,0.676,59,945,0.76,33,1076,1.08,31,1683,0.66,27,2168,0.78,56,4239,0.37,19,3695,0.4
27082,0,0.373,1.749,118,343,4.19,24,2270,0.37,5,60,2.99,4,184,1.35,1,26,1.09,1,157,0.5
16055,0,0.373,0.584,89,1131,0.96,32,1516,0.75,14,1345,0.37,13,1628,0.5,34,2542,0.38,17,2399,0.55
1525,0,0.373,0.835,127,1762,0.88,55,2198,0.88,12,905,0.48,25,1185,1.31,13,986,0.37,22,1583,1.09
4058,0,0.372,1.061,29,228,1.55,17,365,1.64,4,385,0.37,11,398,1.72,17,1100,0.44,7,853,0.64
16341,0,0.372,0.623,318,4090,0.95,107,5758,0.66,88,5833,0.54,97,7745,0.78,179,13582,0.37,68,11994,0.44
18869,0,0.372,1.068,229,1662,1.68,61,2603,0.83,157,3381,1.66,85,4545,1.16,105,7971,0.37,59,6597,0.7
25299,0,0.372,0.648,321,4076,0.96,113,6355,0.63,138,7405,0.67,71,8885,0.5,428,15872,0.76,71,14898,0.37
24589,0,0.372,0.747,562,4965,1.38,115,6887,0.59,162,6927,0.84,108,9019,0.75,199,15120,0.37,98,13795,0.55
28821,0,0.372,1.098,286,1645,2.12,46,2846,0.57,148,2982,1.78,72,4463,1.0,100,7600,0.37,56,5912,0.74
26823,0,0.372,0.886,311,2483,1.53,54,3670,0.52,176,4046,1.56,80,5239,0.95,113,8197,0.39,32,6724,0.37
23541,0,0.372,0.706,64,1176,0.66,43,1404,1.08,12,1158,0.37,16,1334,0.75,36,1354,0.75,18,2257,0.62
31141,0,0.371,0.892,212,1562,1.65,58,2084,0.98,91,3101,1.05,55,4960,0.69,131,9982,0.37,48,6262,0.6
4777,0,0.371,0.971,116,771,1.83,17,1619,0.37,27,942,1.03,12,869,0.86,33,796,1.17,7,977,0.56
24897,0,0.371,0.838,68,423,1.96,14,1195,0.41,3,213,0.5,1,168,0.37,5,201,0.7,4,290,1.08
13807,0,0.37,1.503,161,501,3.92,27,2574,0.37,3,57,1.89,2,168,0.74,1,40,0.71,2,112,1.39
12578,0,0.37,0.825,185,6091,0.37,104,6687,0.55,92,5152,0.64,47,4596,0.64,239,3091,2.19,51,7017,0.57
6318,0,0.37,0.611,234,3099,0.92,97,4443,0.77,59,4147,0.51,43,4692,0.57,75,5724,0.37,45,6719,0.52
5259,0,0.37,0.645,304,4068,0.91,105,5494,0.67,120,6590,0.65,101,7736,0.81,178,11195,0.45,57,12029,0.37
29330,0,0.37,0.836,562,4589,1.49,199,6335,1.11,201,7968,0.9,117,11282,0.65,280,21391,0.37,102,16085,0.5
8156,0,0.37,2.063,2,32,0.76,1,31,1.14,1,97,0.37,7,49,8.9,3,150,0.57,2,243,0.64
24858,0,0.369,1.069,3,99,0.37,6,87,2.44,2,102,0.7,2,144,0.87,4,174,0.65,4,224,1.39
20224,0,0.369,1.255,474,2817,2.05,138,4316,1.13,311,5696,1.96,155,8702,1.11,240,18380,0.37,136,11610,0.91
13621,0,0.369,1.016,163,2237,0.89,27,2584,0.37,31,2356,0.47,48,3528,0.85,102,1241,2.32,108,7054,1.2
102,0,0.369,0.988,68,723,1.15,20,948,0.74,11,786,0.5,14,790,1.1,35,479,2.06,4,847,0.37
2030,0,0.369,0.992,40,683,0.71,14,816,0.61,9,359,0.9,3,507,0.37,14,274,1.44,15,610,1.92
27582,0,0.369,0.778,766,5496,1.7,139,8175,0.6,356,12387,1.03,146,15105,0.6,414,31746,0.37,137,28984,0.37
10755,0,0.369,1.012,145,2796,0.63,97,3771,0.91,7,681,0.37,16,963,1.03,23,304,2.14,28,2203,0.99
15410,0,0.368,0.742,79,1269,0.76,57,1700,1.18,55,2139,0.92,42,3349,0.78,93,6003,0.44,23,4874,0.37
16230,0,0.368,0.797,25,379,0.8,6,434,0.49,5,487,0.37,17,555,1.91,10,766,0.37,11,1018,0.84
10424,0,0.368,0.801,47,756,0.76,27,1139,0.84,4,390,0.37,10,555,1.12,9,268,0.95,6,607,0.77
21946,0,0.368,1.315,342,5700,0.73,269,10596,0.9,16,1560,0.37,38,2376,1.0,10,115,2.46,59,1887,2.44
8649,0,0.367,0.897,145,1408,1.26,104,2391,1.54,25,2441,0.37,36,2465,0.91,74,4524,0.46,44,4027,0.85
26687,0,0.367,0.574,235,2785,1.03,80,4073,0.69,58,4398,0.47,41,5819,0.44,170,10894,0.44,40,8510,0.37
4744,0,0.367,0.835,47,450,1.27,20,545,1.3,18,717,0.9,9,1528,0.37,36,2524,0.4,18,1828,0.77
1135,0,0.366,1.496,45,867,0.63,34,1246,0.96,4,392,0.37,12,535,1.4,22,188,3.31,33,1115,2.31
18146,0,0.366,1.241,82,690,1.45,67,850,2.78,31,1161,0.96,33,2886,0.71,69,5332,0.37,65,4308,1.18
28384,0,0.365,0.699,52,809,0.78,23,805,1.01,8,785,0.37,7,824,0.53,46,1202,1.08,6,1096,0.43
4127,0,0.365,1.0,26,283,1.12,13,310,1.48,11,423,0.93,6,554,0.67,13,1006,0.37,13,711,1.43
26193,0,0.365,0.998,64,737,1.06,8,774,0.36,10,421,0.85,7,588,0.74,29,340,2.41,6,835,0.56
31376,0,0.365,0.961,255,1801,1.73,50,2420,0.73,167,3563,1.68,66,4695,0.88,101,7824,0.36,31,6181,0.39
27506,0,0.364,0.792,428,4319,1.21,138,5579,0.87,124,6760,0.66,147,8898,1.03,196,15199,0.36,110,13872,0.62
4388,0,0.364,0.849,51,369,1.69,20,519,1.36,8,531,0.54,8,679,0.73,16,1098,0.41,5,1072,0.36
21310,0,0.364,0.821,632,5023,1.53,211,7789,0.96,287,10579,0.97,148,14877,0.62,444,34463,0.36,138,22631,0.48
16799,0,0.364,1.217,2,67,0.36,8,78,3.62,3,137,0.79,3,156,1.2,5,215,0.66,2,230,0.68
