feature,excl_in_n_genes,min_enr,mean_enr,COL4A1_n_in,COL4A1_n_out,COL4A1_enr,COL4A2_n_in,COL4A2_n_out,COL4A2_enr,COL4A3_n_in,COL4A3_n_out,COL4A3_enr,COL4A4_n_in,COL4A4_n_out,COL4A4_enr,COL4A5_n_in,COL4A5_n_out,COL4A5_enr,COL4A6_n_in,COL4A6_n_out,COL4A6_enr
2331,0,0.773,1.382,3530,47555,0.91,2102,68615,1.08,504,23379,0.77,698,35299,1.23,1060,13547,2.21,1201,44893,2.09
7988,0,0.772,2.401,67,276,2.96,56,391,5.06,34,614,1.99,22,962,1.42,56,2049,0.77,43,1521,2.21
4373,0,0.772,1.208,45,614,0.89,30,943,1.12,8,319,0.9,6,484,0.77,15,220,1.93,18,860,1.63
15379,0,0.772,0.987,255,2815,1.1,109,3846,1.0,111,4257,0.93,78,4775,1.02,160,5858,0.77,114,8162,1.09
2390,0,0.772,2.435,95,608,1.91,107,759,4.98,63,951,2.38,55,1406,2.44,91,3333,0.77,55,2003,2.14
26087,0,0.771,3.87,354,878,4.92,313,1179,9.37,171,1736,3.53,133,5188,1.6,268,9820,0.77,264,6800,3.03
16566,0,0.771,1.12,87,1281,0.83,45,1677,0.95,20,930,0.77,14,1097,0.79,48,651,2.08,25,1504,1.3
24942,0,0.771,1.981,39,217,2.19,33,304,3.83,17,324,1.88,10,535,1.16,29,1063,0.77,29,1108,2.04
14851,0,0.771,1.058,22,348,0.77,9,368,0.86,7,257,0.98,7,246,1.77,9,222,1.15,3,286,0.82
1537,0,0.771,0.993,738,7206,1.25,266,9242,1.02,273,8567,1.14,147,10474,0.87,355,11100,0.9,147,14896,0.77
6267,0,0.768,1.697,5,61,1.0,7,56,4.41,3,140,0.77,4,145,1.72,13,261,1.41,3,267,0.88
17200,0,0.768,0.982,688,8981,0.93,357,12335,1.02,162,7560,0.77,134,9814,0.85,385,9135,1.19,198,13736,1.13
6531,0,0.768,1.113,1939,29603,0.8,1000,38997,0.91,323,15077,0.77,258,19594,0.82,426,7322,1.64,450,20157,1.74
27496,0,0.768,4.494,8,39,2.5,11,50,7.77,5,60,2.99,9,78,7.19,5,184,0.77,14,190,5.75
17545,0,0.767,2.352,30,58,6.31,8,109,2.59,4,117,1.23,2,156,0.8,6,221,0.77,8,258,2.42
18500,0,0.767,1.065,135,1751,0.94,96,2317,1.46,26,1215,0.77,24,1674,0.89,59,1535,1.09,35,2202,1.24
28426,0,0.767,3.342,28,94,3.63,20,187,3.78,18,186,3.47,21,255,5.13,22,811,0.77,23,548,3.28
19732,0,0.766,1.125,230,3421,0.82,93,4267,0.77,50,1994,0.9,32,2601,0.77,90,1275,1.99,66,3440,1.5
20898,0,0.765,3.564,63,171,4.49,62,294,7.45,35,307,4.09,11,895,0.77,57,1420,1.13,49,1107,3.46
20554,0,0.765,1.066,914,10705,1.04,432,14530,1.05,291,13629,0.77,234,16893,0.86,657,12962,1.43,428,26879,1.24
16810,0,0.765,1.142,186,2906,0.78,100,3722,0.95,38,1780,0.77,29,2249,0.8,80,1246,1.81,76,3414,1.74
17340,0,0.764,4.209,3,27,1.35,4,38,3.72,11,52,7.58,9,53,10.58,4,148,0.76,3,186,1.26
5593,0,0.764,1.749,3,22,1.66,2,24,2.94,3,84,1.28,2,55,2.26,2,74,0.76,2,99,1.58
10689,0,0.764,2.519,106,472,2.74,83,578,5.07,52,696,2.68,51,2068,1.54,89,3293,0.76,83,2784,2.33
14174,0,0.764,1.124,229,2736,1.02,123,3974,1.09,86,2240,1.38,61,3195,1.19,91,3368,0.76,74,4440,1.3
3022,0,0.763,1.909,29,167,2.12,17,207,2.9,14,272,1.85,15,598,1.56,28,1037,0.76,22,758,2.27
24890,0,0.762,1.129,1008,14510,0.85,513,19623,0.92,175,8235,0.76,201,11365,1.1,374,6554,1.61,298,15205,1.53
18195,0,0.762,0.99,237,3318,0.87,123,4157,1.04,64,3012,0.76,59,3522,1.04,196,4712,1.18,68,5091,1.04
19359,0,0.761,1.231,41,657,0.76,27,999,0.95,9,357,0.9,8,572,0.87,22,278,2.24,16,753,1.66
8172,0,0.76,1.479,54,683,0.96,22,947,0.82,7,330,0.76,13,480,1.69,24,212,3.2,13,703,1.44
28340,0,0.759,4.265,5,22,2.77,6,23,9.21,4,46,3.12,6,78,4.79,4,149,0.76,5,79,4.94
7195,0,0.758,2.766,47,304,1.89,9,419,0.76,19,326,2.09,19,413,2.87,37,328,3.19,27,363,5.81
713,0,0.757,0.977,126,1736,0.88,44,1874,0.83,15,710,0.76,14,893,0.98,10,289,0.98,12,653,1.43
12582,0,0.757,1.753,220,2603,1.03,45,2098,0.76,21,404,1.86,7,401,1.09,65,1326,1.39,17,302,4.4
4235,0,0.757,1.189,82,1219,0.82,48,1781,0.95,8,379,0.76,12,544,1.37,6,179,0.95,14,479,2.28
8155,0,0.757,1.641,34,548,0.76,20,897,0.79,5,225,0.8,10,354,1.76,9,111,2.29,22,497,3.46
1157,0,0.756,1.039,36,444,0.99,12,554,0.76,13,414,1.13,6,494,0.76,29,460,1.78,8,765,0.82
839,0,0.756,1.061,73,1156,0.77,32,1319,0.86,17,749,0.81,10,824,0.76,52,729,2.02,20,1356,1.15
16150,0,0.756,1.256,66,1065,0.76,45,1405,1.13,17,525,1.16,16,744,1.34,19,393,1.37,25,1096,1.78
12403,0,0.754,2.01,24,226,1.29,22,323,2.4,23,385,2.14,27,770,2.18,39,1462,0.75,38,904,3.28
30079,0,0.754,0.896,46,604,0.93,20,777,0.91,19,700,0.97,11,909,0.75,44,1183,1.05,13,1337,0.76
11412,0,0.754,3.352,38,190,2.44,18,216,2.94,22,317,2.49,32,589,3.38,18,675,0.75,68,655,8.11
13611,0,0.752,0.971,451,5980,0.92,167,7568,0.78,166,5391,1.1,64,5303,0.75,271,5379,1.42,68,6264,0.85
12734,0,0.751,1.939,2,23,1.06,1,47,0.75,6,39,5.52,1,59,1.06,2,42,1.35,1,41,1.9
7406,0,0.751,1.317,53,757,0.85,19,859,0.78,8,382,0.75,18,573,1.96,23,325,2.0,18,902,1.56
25317,0,0.751,1.057,258,3484,0.9,109,4739,0.81,53,2531,0.75,48,3167,0.94,111,1838,1.71,69,4406,1.22
29948,0,0.75,4.933,23,49,5.72,16,73,7.74,27,136,7.12,18,242,4.63,13,490,0.75,19,408,3.64
19895,0,0.749,1.054,213,2680,0.97,69,2894,0.84,47,2250,0.75,49,2647,1.15,138,2374,1.64,50,4039,0.97
5075,0,0.748,1.036,106,1575,0.82,40,1845,0.77,17,600,1.02,8,666,0.75,11,171,1.82,9,670,1.05
20387,0,0.748,2.439,29,103,3.43,20,191,3.7,15,347,1.55,15,358,2.61,31,1171,0.75,24,722,2.6
19531,0,0.748,1.092,432,5386,0.98,243,7493,1.15,106,5081,0.75,84,6115,0.86,242,3950,1.73,133,9507,1.09
14476,0,0.748,1.957,33,538,0.75,22,863,0.9,5,188,0.95,7,279,1.56,11,65,4.78,15,419,2.8
15015,0,0.748,1.17,145,2027,0.87,80,2631,1.07,47,2253,0.75,36,2834,0.79,129,1538,2.37,67,4497,1.16
18625,0,0.748,0.911,300,3668,1.0,123,4789,0.91,72,3452,0.75,54,4247,0.79,176,4638,1.07,81,6639,0.95
31829,0,0.747,0.963,123,1945,0.77,61,2347,0.92,31,1321,0.84,18,1500,0.75,39,912,1.21,29,1750,1.29
26395,0,0.747,0.889,3319,41700,0.97,1569,56954,0.97,1002,44325,0.81,658,54847,0.75,2634,75597,0.98,898,82647,0.85
15636,0,0.747,1.144,56,815,0.84,22,1040,0.75,16,693,0.83,11,832,0.82,56,683,2.32,20,1189,1.31
21003,0,0.747,5.512,10,25,4.88,16,35,16.14,1,48,0.75,5,66,4.72,4,99,1.14,9,129,5.45
30072,0,0.747,0.959,612,9038,0.83,290,10968,0.93,190,9120,0.75,174,10860,1.0,390,9357,1.18,212,15403,1.07
30711,0,0.747,1.609,132,752,2.14,59,1275,1.63,102,1503,2.43,53,2727,1.21,129,4882,0.75,61,3199,1.49
25991,0,0.747,1.076,54,653,1.01,18,746,0.85,12,484,0.89,7,584,0.75,37,497,2.1,10,912,0.86
5136,0,0.746,1.033,374,4817,0.95,138,5390,0.9,150,4395,1.22,108,5637,1.19,311,7432,1.18,82,8583,0.75
24278,0,0.746,1.22,49,725,0.82,20,947,0.75,13,499,0.93,9,651,0.86,45,406,3.13,10,950,0.82
27640,0,0.745,1.465,56,794,0.86,43,1072,1.42,9,433,0.75,9,622,0.9,22,198,3.14,18,815,1.72
24548,0,0.744,1.904,62,270,2.8,23,395,2.06,31,474,2.34,25,779,2.0,47,1784,0.74,23,1214,1.48
17569,0,0.744,1.005,86,1039,1.01,35,1447,0.85,32,796,1.44,13,1088,0.74,28,973,0.81,23,1540,1.17
18912,0,0.744,1.212,67,969,0.84,24,1139,0.74,17,666,0.92,17,877,1.21,63,739,2.41,20,1357,1.15
19584,0,0.744,1.218,55,866,0.77,35,1527,0.81,5,241,0.74,9,386,1.45,5,90,1.57,9,359,1.96
14570,0,0.744,1.628,86,468,2.24,34,606,1.98,39,769,1.82,36,1057,2.12,46,1748,0.74,15,1353,0.87
13697,0,0.743,2.456,196,1152,2.07,91,1171,2.74,92,1487,2.22,148,1982,4.65,94,3573,0.74,96,3250,2.31
24868,0,0.743,0.924,161,1897,1.03,88,3056,1.02,39,1875,0.75,39,2400,1.01,72,2737,0.74,46,3627,0.99
12963,0,0.743,0.939,173,2542,0.83,80,2724,1.04,61,2693,0.81,45,3112,0.9,166,3578,1.31,42,4412,0.74
11653,0,0.743,1.355,58,917,0.77,35,1161,1.06,8,386,0.74,9,504,1.11,22,215,2.89,14,707,1.55
2869,0,0.743,0.974,941,11932,0.96,310,14737,0.74,272,11713,0.83,247,15375,1.0,477,12741,1.06,371,23172,1.25
6549,0,0.743,1.209,85,997,1.04,44,1269,1.22,26,612,1.52,8,671,0.74,10,337,0.84,27,1118,1.89
5680,0,0.743,1.364,57,936,0.74,49,1205,1.44,7,299,0.84,8,505,0.99,15,157,2.7,16,845,1.48
18512,0,0.743,1.46,570,7989,0.87,398,10941,1.28,74,3573,0.74,91,5514,1.03,140,1659,2.38,250,7975,2.45
18226,0,0.742,1.04,48,789,0.74,20,922,0.77,8,381,0.75,6,458,0.82,24,295,2.3,9,813,0.86
8102,0,0.742,1.304,86,1190,0.88,44,1562,0.99,21,1015,0.74,29,1582,1.14,72,1017,2.0,46,1740,2.06
26704,0,0.741,1.17,154,2220,0.85,61,2905,0.74,29,1230,0.85,28,1595,1.09,60,804,2.11,36,2029,1.39
25936,0,0.74,1.074,23,379,0.74,13,581,0.79,6,260,0.83,5,361,0.86,13,173,2.12,7,497,1.1
19121,0,0.74,2.244,293,2011,1.78,71,1943,1.29,76,1629,1.67,24,2021,0.74,203,2480,2.31,125,1720,5.67
771,0,0.739,1.923,7,69,1.24,9,71,4.48,2,97,0.74,3,89,2.1,4,145,0.78,6,212,2.21
20499,0,0.739,1.071,52,676,0.94,30,928,1.14,8,388,0.74,6,496,0.75,15,305,1.39,13,694,1.46
28439,0,0.739,0.919,151,2260,0.81,63,2451,0.91,36,1710,0.75,23,1938,0.74,69,1613,1.21,35,2515,1.09
6222,0,0.739,3.788,2,33,0.74,1,29,1.22,4,26,5.52,3,28,6.67,4,22,5.14,3,68,3.44
14875,0,0.739,2.83,125,420,3.63,117,757,5.46,60,731,2.94,66,2258,1.82,96,3672,0.74,97,3167,2.39
13786,0,0.738,1.547,82,571,1.75,57,848,2.37,47,1204,1.4,42,1424,1.84,94,3600,0.74,44,2906,1.18
21929,0,0.738,3.055,17,281,0.74,16,299,1.89,18,190,3.4,18,230,4.87,15,220,1.93,17,241,5.51
28032,0,0.736,2.639,76,400,2.32,52,480,3.83,72,531,4.86,38,1242,1.91,61,2341,0.74,36,1283,2.19
26692,0,0.736,1.078,90,1060,1.04,32,1535,0.74,20,781,0.92,17,1040,1.02,36,770,1.32,34,1841,1.44
20225,0,0.736,1.061,87,654,1.62,29,1006,1.02,24,1147,0.75,30,1318,1.42,65,2227,0.82,24,2546,0.74
18946,0,0.735,1.847,92,1527,0.73,52,1233,1.49,64,1270,1.81,33,1247,1.65,73,1354,1.52,53,1066,3.88
25446,0,0.734,5.763,15,43,4.25,9,60,5.3,11,48,8.22,7,49,8.9,2,77,0.73,8,87,7.18
7864,0,0.734,1.021,209,2388,1.07,110,3497,1.11,42,2052,0.73,31,2627,0.73,91,2316,1.11,64,3658,1.37
21176,0,0.733,1.15,189,2580,0.89,60,2889,0.73,60,2444,0.88,47,2872,1.02,145,2016,2.03,83,4839,1.34
30137,0,0.733,1.227,548,7589,0.88,286,10735,0.94,101,4942,0.73,96,6540,0.91,210,2930,2.03,203,8477,1.87
651,0,0.731,1.03,292,3978,0.9,93,4490,0.73,92,4197,0.79,73,4746,0.96,295,4210,1.98,96,9027,0.83
5483,0,0.731,1.213,720,10396,0.84,251,12122,0.73,101,4124,0.88,70,4989,0.87,163,2379,1.94,146,5663,2.01
7465,0,0.731,1.257,355,5922,0.73,205,7707,0.94,71,2963,0.86,90,4030,1.39,137,1888,2.05,116,5765,1.57
27132,0,0.731,1.389,48,801,0.73,24,956,0.89,13,366,1.27,8,513,0.97,29,288,2.85,14,672,1.63
17962,0,0.731,1.84,89,940,1.15,27,1305,0.73,31,1181,0.94,26,1535,1.05,136,793,4.85,46,1555,2.31
7619,0,0.73,0.915,190,2480,0.93,90,3323,0.96,43,2112,0.73,31,2628,0.73,115,2589,1.26,47,4170,0.88
13467,0,0.73,1.117,32,529,0.74,16,720,0.78,8,393,0.73,6,481,0.78,28,333,2.38,14,841,1.3
23674,0,0.73,2.332,141,1087,1.58,53,1008,1.86,58,873,2.38,11,939,0.73,87,947,2.6,34,548,4.84
4842,0,0.729,1.772,37,619,0.73,21,678,1.09,71,863,2.95,40,897,2.78,69,1358,1.44,22,1042,1.65
24982,0,0.728,2.022,35,586,0.73,29,687,1.49,45,685,2.36,32,733,2.72,26,609,1.21,33,709,3.63
17356,0,0.728,0.87,199,2396,1.01,95,3465,0.97,69,3016,0.82,43,3680,0.73,161,5166,0.88,60,5795,0.81
9347,0,0.728,0.976,153,1552,1.2,71,2386,1.05,29,1429,0.73,29,1852,0.98,70,1833,1.08,29,2767,0.82
11959,0,0.727,1.103,201,2094,1.17,133,2956,1.59,93,3357,0.99,75,4088,1.14,156,6060,0.73,79,6190,1.0
692,0,0.726,1.418,42,705,0.73,26,922,1.0,9,347,0.93,16,522,1.91,23,264,2.46,13,683,1.49
13961,0,0.726,1.037,330,4525,0.89,130,4881,0.94,85,3820,0.8,46,3945,0.73,184,2951,1.76,84,5913,1.11
29233,0,0.726,2.108,4186,47786,1.07,1124,54672,0.73,1018,17549,2.08,546,17702,1.92,482,5922,2.3,144,2469,4.55
21782,0,0.726,1.401,35,576,0.74,17,827,0.73,7,281,0.89,7,415,1.05,19,189,2.84,16,580,2.15
841,0,0.726,1.314,26,413,0.77,17,421,1.43,5,247,0.73,6,293,1.28,18,210,2.42,8,494,1.26
15078,0,0.725,1.05,293,4727,0.76,152,5529,0.97,85,3440,0.89,48,4124,0.72,179,2886,1.75,91,5875,1.21
9811,0,0.725,6.313,279,525,6.48,240,363,23.34,86,948,3.25,64,4114,0.97,225,8774,0.72,202,5071,3.11
22243,0,0.725,1.679,44,257,2.09,21,364,2.04,34,659,1.85,27,855,1.97,35,1365,0.72,21,1162,1.41
13934,0,0.724,2.059,5,20,3.05,2,18,3.92,3,42,2.56,1,86,0.72,2,75,0.75,1,58,1.35
32267,0,0.724,1.072,502,8456,0.72,286,10706,0.94,117,5498,0.76,88,6958,0.79,251,3896,1.82,175,9810,1.39
17342,0,0.723,2.045,213,662,3.92,56,989,2.0,84,1316,2.29,29,1316,1.37,63,2461,0.72,56,2224,1.97
4247,0,0.723,0.998,72,846,1.04,32,995,1.14,15,744,0.72,14,843,1.03,38,863,1.24,14,1341,0.82
21829,0,0.723,1.104,38,583,0.79,15,733,0.72,9,331,0.97,9,470,1.19,16,282,1.6,13,759,1.34
10937,0,0.722,1.373,59,996,0.72,35,1206,1.02,12,414,1.04,8,572,0.87,27,297,2.57,22,854,2.01
23618,0,0.722,1.911,54,705,0.93,44,1058,1.47,3,149,0.72,4,287,0.87,5,40,3.53,17,337,3.94
16932,0,0.721,1.272,34,444,0.93,30,576,1.84,11,547,0.72,9,740,0.76,49,626,2.21,13,870,1.17
7542,0,0.721,1.071,145,1224,1.44,71,2151,1.17,37,1061,1.25,12,1037,0.72,20,700,0.81,13,978,1.04
23901,0,0.721,4.465,4,48,1.02,1,49,0.72,7,27,9.29,2,36,3.46,6,22,7.71,3,51,4.59
18075,1,0.721,169.247,8,50,1.95,2,98,0.72,1,18,1.99,2,20,6.23,2,0,1000.0,1,17,4.59
1376,0,0.72,1.332,207,2744,0.92,86,3712,0.82,30,1493,0.72,46,1982,1.45,79,996,2.24,71,3004,1.85
32410,0,0.72,1.69,29,196,1.8,9,210,1.51,14,256,1.96,14,308,2.83,12,471,0.72,6,357,1.31
14993,0,0.72,0.827,1510,21594,0.85,525,24916,0.74,327,15292,0.77,210,18170,0.72,610,16050,1.07,241,23412,0.8
3553,0,0.72,0.988,124,1757,0.86,53,2600,0.72,37,1504,0.88,38,2069,1.14,88,2243,1.11,46,2961,1.21
29115,0,0.72,0.924,403,5556,0.88,162,7088,0.81,76,3786,0.72,94,4883,1.2,179,5567,0.91,104,7908,1.03
29139,0,0.719,1.718,43,722,0.73,30,1093,0.97,6,299,0.72,12,477,1.57,15,127,3.34,36,941,2.99
22530,0,0.719,1.171,39,661,0.72,23,935,0.87,11,375,1.05,8,563,0.89,20,304,1.86,16,762,1.64
4113,0,0.719,1.194,112,1212,1.13,59,2022,1.03,13,648,0.72,24,965,1.55,18,427,1.19,30,1511,1.55
1780,0,0.719,0.834,49,745,0.8,31,1072,1.02,24,1197,0.72,16,1341,0.74,53,1609,0.93,23,2279,0.79
8416,0,0.718,2.673,15,64,2.86,13,80,5.74,2,79,0.91,3,81,2.31,3,118,0.72,4,89,3.51
17466,0,0.718,0.947,559,8399,0.81,207,9700,0.75,142,5949,0.86,80,6939,0.72,278,5090,1.54,125,9764,1.0
14453,0,0.718,2.522,155,1423,1.33,92,1959,1.66,28,1398,0.72,46,2426,1.18,198,882,6.34,119,2382,3.9
25570,0,0.718,1.347,82,1061,0.94,48,1471,1.15,18,899,0.72,43,1204,2.22,35,623,1.59,27,1446,1.46
7324,0,0.717,3.655,26,442,0.72,14,275,1.8,51,586,3.12,56,474,7.36,71,418,4.8,29,547,4.14
14627,0,0.717,3.63,1,17,0.72,3,35,3.03,1,25,1.43,5,27,11.53,2,30,1.88,2,49,3.19
20636,0,0.717,1.234,139,1974,0.86,90,2849,1.12,23,848,0.97,13,1130,0.72,40,487,2.32,30,1650,1.42
7867,0,0.716,1.271,33,312,1.29,21,404,1.84,15,467,1.15,14,744,1.17,34,1341,0.72,21,1121,1.46
8746,0,0.716,1.099,618,8973,0.84,224,9943,0.8,211,10565,0.72,166,13200,0.78,753,9252,2.3,391,26267,1.16
21641,0,0.716,1.169,29,444,0.8,11,504,0.77,8,307,0.93,4,348,0.72,18,212,2.4,8,447,1.4
28013,0,0.716,1.466,9,48,2.29,2,69,1.02,2,82,0.87,1,87,0.72,5,109,1.3,4,120,2.6
25155,0,0.715,1.395,102,1538,0.81,33,1629,0.72,24,787,1.09,24,1046,1.43,79,751,2.97,30,1730,1.35
2813,0,0.715,1.301,18,307,0.71,12,485,0.87,5,197,0.91,8,273,1.83,9,115,2.21,7,431,1.27
21801,0,0.715,0.843,284,3388,1.02,107,4445,0.85,74,3128,0.85,50,4224,0.74,160,5109,0.89,56,6119,0.71
5292,0,0.714,5.004,132,1678,0.96,101,2679,1.33,11,552,0.71,18,1070,1.05,7,9,21.98,65,1271,3.99
26210,0,0.714,2.148,32,396,0.99,7,346,0.71,25,566,1.58,13,285,2.84,42,465,2.55,28,519,4.21
9170,0,0.714,1.816,43,734,0.71,44,916,1.7,29,649,1.6,21,716,1.83,38,585,1.84,30,727,3.22
5418,0,0.714,2.181,14,239,0.71,13,270,1.7,14,165,3.04,4,185,1.35,15,131,3.24,8,205,3.05
26877,0,0.713,1.377,116,1826,0.77,69,2552,0.95,27,1357,0.71,37,1956,1.18,75,879,2.41,85,2978,2.23
25608,0,0.712,0.961,242,3598,0.82,118,4445,0.94,49,2466,0.71,38,3184,0.74,73,1716,1.2,78,4500,1.35
22141,0,0.712,1.103,464,6407,0.88,254,9384,0.96,100,5034,0.71,109,6512,1.04,258,4144,1.76,154,9514,1.26
10547,0,0.711,2.434,7,120,0.71,14,56,8.83,7,140,1.79,3,112,1.67,7,257,0.77,3,280,0.84
18914,0,0.711,1.039,29,398,0.89,14,367,1.35,7,353,0.71,10,391,1.59,16,524,0.86,6,564,0.83
11821,0,0.71,1.142,167,2193,0.93,74,2905,0.9,32,1615,0.71,40,1998,1.25,78,1430,1.54,52,2657,1.53
18686,0,0.71,2.281,7,43,1.98,9,54,5.88,3,54,1.99,3,143,1.31,5,199,0.71,4,173,1.81
11069,0,0.709,1.505,60,969,0.76,42,1333,1.11,9,455,0.71,12,564,1.33,26,280,2.62,25,780,2.5
7270,0,0.709,0.886,286,3588,0.97,123,4622,0.94,81,3453,0.84,52,4568,0.71,201,6089,0.93,75,6353,0.92
28611,0,0.708,1.453,165,1271,1.58,111,1407,2.79,52,2064,0.9,57,3017,1.18,134,5347,0.71,77,3855,1.56
2530,0,0.708,1.137,118,1580,0.91,39,1896,0.73,32,1620,0.71,26,1784,0.91,69,862,2.26,58,3466,1.31
21826,0,0.708,1.055,91,1275,0.87,32,1597,0.71,13,531,0.88,14,775,1.13,21,328,1.81,11,911,0.94
15204,0,0.707,1.056,80,1118,0.87,40,1363,1.04,32,1427,0.8,19,1673,0.71,84,1198,1.98,35,2926,0.93
28724,0,0.707,2.028,56,966,0.71,53,1506,1.24,2,99,0.72,7,181,2.41,1,9,3.14,5,99,3.94
25028,0,0.707,1.083,619,9797,0.77,310,12931,0.85,104,5209,0.72,76,6700,0.71,228,3244,1.99,166,8801,1.47
9223,0,0.706,7.349,8,21,4.65,8,14,20.18,1,17,2.11,3,16,11.68,1,40,0.71,3,49,4.78
22651,0,0.706,1.469,34,585,0.71,23,871,0.93,9,165,1.96,8,236,2.11,2,80,0.71,7,228,2.4
16845,0,0.706,1.248,588,8874,0.81,377,12383,1.07,78,3959,0.71,112,5979,1.17,149,2106,2.0,175,7898,1.73
13156,0,0.706,1.144,96,965,1.21,45,1434,1.11,10,508,0.71,9,726,0.77,28,401,1.97,12,857,1.09
24816,0,0.705,1.224,166,1810,1.12,54,2703,0.71,43,1660,0.93,61,2037,1.87,82,1633,1.42,47,2809,1.31
16676,0,0.705,1.775,17,294,0.71,19,512,1.31,2,85,0.84,4,117,2.13,3,31,2.73,6,160,2.93
20823,0,0.704,1.064,121,1734,0.85,45,2069,0.77,19,968,0.7,19,1101,1.07,44,711,1.75,27,1703,1.24
23625,0,0.703,1.916,6,40,1.83,3,33,3.21,1,43,0.83,2,48,2.6,7,85,2.33,1,111,0.7
27455,0,0.703,1.116,97,1566,0.76,37,1859,0.7,24,906,0.95,18,1155,0.97,35,615,1.61,34,1553,1.71
28304,0,0.703,1.185,80,958,1.02,22,1061,0.73,17,702,0.87,11,975,0.7,61,616,2.8,16,1264,0.99
13712,0,0.702,1.77,11,69,1.94,3,105,1.01,7,149,1.68,7,111,3.93,8,322,0.7,5,288,1.36
2620,0,0.702,3.887,186,590,3.84,183,791,8.17,135,1160,4.17,104,2585,2.51,139,5597,0.7,169,3358,3.93
30154,0,0.702,0.972,646,8592,0.92,298,11280,0.93,121,6183,0.7,110,7982,0.86,276,7412,1.05,198,11260,1.37
20757,0,0.701,1.162,226,3596,0.77,133,4635,1.01,64,3272,0.7,52,4103,0.79,205,2319,2.5,116,7539,1.2
11287,0,0.701,1.457,81,697,1.42,41,964,1.5,55,1405,1.4,57,1439,2.47,81,3266,0.7,47,2934,1.25
29808,0,0.7,1.574,21,185,1.38,11,274,1.42,17,288,2.12,18,505,2.22,17,686,0.7,11,535,1.61
1960,0,0.7,1.273,73,1272,0.7,45,1888,0.84,7,326,0.77,11,496,1.38,10,176,1.61,14,467,2.34
6238,0,0.7,1.149,47,819,0.7,25,1156,0.76,7,323,0.78,9,514,1.09,13,153,2.4,12,806,1.16
3189,0,0.7,1.058,61,1063,0.7,28,1079,0.92,17,672,0.91,14,854,1.02,39,611,1.8,16,1251,1.0
5698,0,0.699,1.017,23,401,0.7,10,461,0.77,4,195,0.74,5,262,1.19,5,124,1.14,7,348,1.57
30971,0,0.699,1.165,70,847,1.01,25,1166,0.76,10,513,0.7,14,685,1.27,22,340,1.83,19,1039,1.43
27300,0,0.699,1.255,49,623,0.96,32,661,1.71,14,535,0.94,7,624,0.7,30,434,1.95,13,800,1.27
16972,0,0.699,1.078,677,10253,0.81,362,13175,0.97,117,6005,0.7,108,8022,0.84,277,4462,1.75,202,11257,1.4
17750,0,0.697,1.017,50,720,0.85,23,795,1.02,16,682,0.84,9,804,0.7,45,762,1.67,14,1067,1.02
9101,0,0.697,5.367,14,245,0.7,38,1264,1.06,410,3792,3.88,253,1540,10.23,1124,2093,15.18,43,2897,1.16
15161,0,0.697,1.031,58,909,0.78,25,1218,0.72,11,566,0.7,10,752,0.83,28,415,1.91,19,1183,1.25
10419,0,0.696,1.171,145,2424,0.73,84,3433,0.86,21,1081,0.7,24,1645,0.91,56,644,2.46,38,2169,1.37
15466,0,0.696,2.698,10,28,4.35,5,38,4.65,5,36,4.98,2,179,0.7,8,298,0.76,2,207,0.75
5416,0,0.696,0.82,55,927,0.72,20,1015,0.7,15,549,0.98,9,676,0.83,13,369,1.0,6,671,0.7
28647,0,0.695,1.24,43,754,0.7,27,935,1.02,8,269,1.07,5,358,0.87,7,126,1.57,13,457,2.22
2738,0,0.695,1.158,43,754,0.7,29,880,1.16,16,569,1.01,10,681,0.91,28,448,1.77,13,725,1.4
12135,0,0.695,2.556,66,220,3.66,37,289,4.52,35,446,2.81,41,1428,1.79,56,2276,0.7,44,1845,1.86
22205,0,0.695,1.04,171,2387,0.87,78,3244,0.85,34,1754,0.69,39,2327,1.04,97,1782,1.54,58,3644,1.24
5993,0,0.695,1.52,40,279,1.75,22,373,2.08,24,510,1.69,20,753,1.65,51,2074,0.69,24,1497,1.25
23565,0,0.694,1.31,44,521,1.03,13,661,0.69,6,307,0.7,12,425,1.76,24,280,2.42,13,810,1.25
3706,0,0.694,0.924,84,1113,0.92,33,1258,0.93,22,1136,0.69,17,1278,0.83,53,1201,1.25,21,1770,0.93
22003,0,0.694,2.376,16,281,0.69,6,267,0.79,5,203,0.88,4,149,1.67,16,66,6.85,5,116,3.37
10499,0,0.694,1.129,108,1458,0.9,38,1933,0.69,21,877,0.86,21,1148,1.14,46,787,1.65,24,1226,1.53
5091,0,0.694,1.092,171,2534,0.82,65,3307,0.69,23,1177,0.7,27,1581,1.06,57,815,1.98,38,2295,1.29
2457,0,0.694,1.13,112,1969,0.69,73,2429,1.06,26,1029,0.91,19,1470,0.81,38,657,1.63,45,2088,1.68
15104,0,0.693,0.969,250,4397,0.69,125,4910,0.9,82,3752,0.78,54,4222,0.8,204,3451,1.67,77,6185,0.97
13954,0,0.693,1.052,253,3759,0.82,113,4329,0.92,80,3554,0.81,45,4046,0.69,217,3064,2.0,77,5612,1.07
15370,0,0.692,0.974,40,637,0.77,15,765,0.69,10,422,0.85,6,519,0.72,19,320,1.68,10,687,1.14
14433,0,0.692,3.39,9,23,4.77,1,51,0.69,2,29,2.47,3,43,4.35,5,34,4.16,2,40,3.9
